地图、NPC、物品等各常用数据表代号、名字汇总 

--------------------------------------------------------------------------------
 



地图

代号　　地图名称
0479 大嘴鳄 300008 0037 0042
0480 阿斗 200013 0023 0008
0481 独行 100021 0054 0036
0482 拽刺头 300013 0030 0027
0483 兰萌萌 200023 0079 0077
0492 铁甲龟 600009 0030 0041
0485 酷毙象 200006 0031 0070
0486 弹簧鼠 200012 0047 0047
0489 摇爷 600008 0022 0039
0476 小华 100009 0059 0051
0511 小遥 200008 0045 0027
0490 御林兔 700000 0025 0063
0491 跷跷鼠 700001 0036 0019
3815 肉身 720002 0033 0040
0493 鲁鲁 100011 0068 0039
0494 阿达 200019 0008 0033
0512 希亚 200005 0036 0063
0496 迷你象 200020 0041 0060
0497 凤舞 100027 0058 0043
0501 小天 200032 0077 0057
0477 蜜蜜熊 500014 0082 0063
0499 呆刺头 100028 0011 0021
0500 淘淘 300010 0050 0023
0495 小伟 200024 0036 0027
0502 黛刀 700003 0034 0040
0503 骑士龟 100018 0053 0078
0471 红大嘴 500013 0032 0023
0504 白毛象 300036 0026 0032
0505 纹地龙 100086 0031 0038
0506 丘丘 100087 0042 0060
0508 衰呆象 200059 0047 0054
0466 小丁当 600002 0043 0040
0509 懒懒象 300019 0040 0067
0510 绿锦宝 300016 0048 0021
1003 辛巴 300021 0085 0050
0488 阿威 700007 0008 0028
0515 符冲 100047 0028 0016
0460 紫蹄先生 600000 0038 0037
0062 慧明和尚 100062 0015 0014
0064 无极真人 100039 0020 0018
0095 采药人朱照启 100044 0068 0019
200000 护士MM 800000 0027 0033
12006 雪间小舍 320000 0030 0022
12005 小伍 400102 0034 0035
12004 人鱼仙子 400103 0031 0025
12003 魔盒 400100 0021 0019
12002 宝箱 400100 0025 0019
12001 阿狼 320001 0015 0020
12000 老人家 320001 0014 0021
12018 大嘴 320003 0040 0092
12017 狼仙 320003 0043 0092
12016 酷毙象 320003 0046 0092
12015 肥鳄 320003 0049 0092
12014 巨狮 320003 0052 0092
12013 强猪 320003 0055 0092
200001 护士MM 900000 0027 0033
12012 刺头 320003 0058 0092
12011 李敏 320003 0065 0089
12010 李员外 320003 0062 0089
32119 客栈林掌柜 100197 0024 0023
32118 地狱守护侍女 600111 0018 0020
32117 骷髅 600122 0047 0038
32116 孟婆 600112 0017 0014
32121 十六熊弟 100126 0027 0039
32120 十五熊弟 100126 0028 0042
32115 十四熊弟 100126 0030 0044
32114 十三熊弟 100126 0033 0047
32113 十二熊弟 100126 0036 0048
32112 十一熊弟 100126 0039 0049
32111 十熊弟 100126 0041 0048
32110 九熊弟 100126 0042 0047
32109 八熊弟 100126 0042 0045
32108 七熊弟 100126 0042 0043
32107 六熊弟 100126 0041 0041
32106 五熊弟 100126 0037 0036
32105 四熊弟 100126 0034 0034
32104 三熊弟 100126 0031 0033
32103 二熊弟 100126 0028 0034
32102 大熊哥 100126 0027 0036
32101 可可熊 100126 0022 0038
0469 翠羽 100015 0022 0025
0470 大刀 200056 0107 0060
0472 露露鸟 700013 0040 0028
0473 截拳道 300014 0024 0014
32122 圣诞老人 100001 0088 0047
32100 雪人 100001 0077 0057
0061 小龙 200001 0092 0072
0060 小雪 300002 0017 0017
0059 小青 700006 0020 0047
0004 灵儿 100003 0030 0033
500109 鸡翔如意礼箱 800005 0016 0042
0536 吴要钱 310001 0043 0069
1000 悠然老人 100026 0058 0048
0058 小鱼 100048 0019 0050
0098 浪子剑阿锋 100002 0030 0033
1002 失忆的静儿 100002 0065 0071
0007 李进 100018 0012 0038
0556 王富贵 310010 0081 0054
0562 画筒 310010 0036 0052
0563 盆景 310010 0039 0043
0564 古董花瓶 310010 0040 0078
0565 公告牌 310010 0069 0074
0566 公告板 310010 0072 0072
0567 忠字牌 310010 0045 0066
0568 义字牌 310010 0054 0066
0569 勇字牌 310010 0053 0056
0570 威武牌 310010 0045 0056
0571 矮柜 310010 0052 0037
0572 书柜 310010 0032 0073
0573 立柜 310010 0047 0036
0574 深蓝地毯 310010 0037 0049
0575 红绒地毯 310010 0045 0047
0576 黄绒地毯 310010 0039 0069
0577 手工蓝毯 310010 0045 0042
0578 古铜香炉 310010 0048 0039
0579 黄铜熏炉 310010 0044 0087
0580 蓝瓷香炉 310010 0068 0037
0581 紫纹座椅 310010 0034 0049
0582 福字大椅 310010 0034 0054
0583 紫色座椅 310010 0045 0038
0584 帮主座椅 310010 0038 0044
0585 虎皮石椅 310010 0035 0045
0586 黄木箱 310010 0049 0037
0587 铜鼎 310010 0062 0066
0588 青龙 310010 0062 0055
0589 石锁 310010 0055 0077
0590 杠铃 310010 0056 0078
0591 红绢扇 310010 0041 0003
0592 龙纹地砖 310010 0062 0045
0593 黄铜壁灯 310010 0026 0053
0594 落地灯 310010 0041 0040
0595 巧立灯 310010 0065 0086
0596 铜质宫灯 310010 0057 0056
0597 银质宫灯 310010 0077 0064
0598 宫灯 310010 0026 0072
0599 蓝壁灯 310010 0027 0062
0600 小壁灯 310010 0061 0031
0601 牛角壁灯 310010 0028 0047
0602 大红灯笼 310010 0028 0039
0603 纸扎灯笼 310010 0034 0037
0604 石亭 310010 0080 0056
0605 高脚蓝灯 310010 0077 0057
0606 古董壁画 310010 0025 0056
0607 古诗壁挂 310010 0045 0032
0608 铜柱 310010 0081 0087
0609 青铜罐 310010 0066 0037
0610 古陶罐 310010 0078 0087
0611 木烛台 310010 0058 0086
0612 铜烛台 310010 0071 0036
0613 衣架 310010 0078 0037
0614 画屏 310010 0032 0060
0615 红木绣屏 310010 0045 0078
0616 红木画屏 310010 0043 0084
0617 精致长屏 310010 0057 0037
0618 铁锁 310010 0055 0075
0619 长武器架 310010 0052 0076
0620 武器架 310010 0056 0072
0621 短武器架 310010 0060 0075
0622 铁墩 310010 0053 0073
0623 绝世好剑 310010 0032 0038
0624 长供桌 310010 0063 0037
0625 小书桌 310010 0036 0055
0626 书桌 310010 0035 0077
0627 玄武 310010 0069 0065
0628 热带树 310010 0077 0087
0629 青瓷花瓶 310010 0048 0087
0630 八仙椅 310010 0045 0085
0631 八仙桌 310010 0045 0084
0632 朱雀 310010 0069 0055
0633 珠宝柜 310010 0051 0085
0665 噬魔女 600012 0014 0030
0666 擎天子 500025 0031 0023
0001 云中子 100003 0069 0107
0263 地理学家汪思敬 100002 0060 0032
0672 天牢守卫 900000 0010 0057
0673 天牢士卫长 990000 0024 0033
0680 火炉 900000 0041 0039
0681 铡刀 900001 0062 0020
0682 万人斩 900002 0015 0024
0065 白龙使 700014 0005 0015
1001 欣欣 100001 0048 0085
0676 胡狼 100205 0012 0011
0677 宁静雪 100203 0027 0020
0685 百战天尊 100078 0052 0026
0191 地狱天使 100073 0046 0033
0008 李月蝶 100018 0014 0036
0690 金使者 600018 0033 0025
0678 金使者 500016 0019 0025
0691 木使者 600018 0025 0033
0667 木使者 500016 0028 0015
0692 水使者 600018 0030 0037
0668 水使者 500016 0018 0020
0693 火使者 600018 0036 0036
0669 火使者 500016 0019 0016
0694 土使者 600018 0037 0030
0670 土使者 500016 0024 0015
0650 地狱天使 100085 0015 0037
0651 地狱天使 100085 0028 0052
0652 地狱天使 100085 0041 0057
0653 地狱天使 100085 0041 0034
0654 地狱天使 100085 0035 0020
0655 地狱天使 100085 0027 0024
0656 地狱天使 100082 0025 0022
0657 地狱天使 100082 0037 0020
0658 地狱天使 100082 0042 0033
0659 地狱天使 100082 0053 0038
0660 地狱天使 100082 0051 0050
0661 地狱天使 100082 0048 0067
0635 百战天尊 100072 0063 0052
0636 百战天尊 100072 0058 0051
0637 百战天尊 100072 0057 0056
0638 百战天尊 100072 0060 0036
0639 百战天尊 100072 0027 0050
0640 百战天尊 100072 0047 0030
0641 百战天尊 100083 0027 0041
0642 百战天尊 100083 0035 0044
0643 百战天尊 100083 0059 0053
0644 百战天尊 100083 0059 0046
0645 百战天尊 100083 0063 0036
0646 百战天尊 100083 0047 0023
0782 黄大人 300032 0038 0063
0780 林大人 300032 0112 0063
0781 刘大人 300032 0112 0071
0783 中式住宅 310020 0069 0078
0784 西式住宅 310020 0027 0059
0785 阿拉伯住宅 310020 0046 0032
0800 飞鹰挂毯 310013 0027 0056
0801 阿拉伯茶壶 310013 0044 0044
0802 阿拉伯式床 310013 0044 0050
0803 阿拉伯式柜子 310013 0034 0043
0804 矮椅 310013 0052 0052
0805 油灯 310013 0078 0033
0806 鹊华秋色图 310013 0028 0037
0807 左柴堆 310013 0076 0064
0808 右柴堆 310013 0080 0067
0809 储物罐 310013 0032 0056
0810 双人木床 310013 0034 0075
0811 红布毯 310013 0044 0071
0812 鱼纹毯 310013 0040 0075
0813 蓝绒地毡 310013 0049 0081
0814 字画筒 310013 0055 0083
0815 月下观湖画 310013 0026 0048
0816 小壶 310013 0056 0083
0817 碎花地毯 310013 0038 0057
0818 火钳 310013 0040 0043
0819 蓝靠枕 310013 0050 0049
0820 紫靠枕 310013 0047 0046
0821 带枕靠垫 310013 0048 0050
0822 铜立灯 310013 0020 0075
0823 麋鹿标本 310013 0074 0032
0824 木桶 310013 0069 0071
0825 松木桌 310013 0066 0072
0826 调味瓶 310013 0065 0075
0827 酒桶 310013 0067 0081
0828 食盘 310013 0055 0078
0829 饰罐 310013 0057 0079
0830 松树 310013 0081 0076
0831 水缸 310013 0071 0069
0832 水井 310013 0073 0073
0833 水桶 310013 0070 0075
0834 椰树 310013 0020 0084
0835 浴室挂件 310013 0037 0037
0836 茶具 310013 0039 0061
0837 中式竹桌椅 310013 0039 0064
0838 竹席 310013 0052 0076
0839 木桌 310013 0056 0076
0840 坐垫 310013 0058 0081
1010 阿图姆 300025 0020 0013
0842 长桌 310013 0046 0087
0843 铜壁灯 310013 0027 0060
0844 锦缎坐垫 310013 0034 0046
0845 翠缎书桌 310013 0032 0045
0846 瓦罐 310013 0038 0046
0847 夜明珠 310013 0040 0033
0848 秋色图 310013 0038 0031
0849 储物箱 310013 0039 0043
0850 行旅图 310013 0027 0041
0851 菊石雁来画轴 310013 0042 0031
0852 古代仕女图 310013 0044 0031
0853 西山卧游图轴 310013 0046 0031
0854 流苏宫灯 310013 0026 0072
0855 山水画 310013 0034 0033
0856 笔架 310013 0034 0050
0857 桔梗 310013 0081 0079
0858 仙客来 310013 0081 0081
0859 汉铜油灯 310013 0037 0034
0860 红苏灯笼 310013 0036 0039
0861 山羊壁饰 310013 0049 0031
0862 西洋彩画 310013 0026 0046
0863 归渔图 310013 0026 0050
0864 红木箱子 310013 0054 0037
0865 墙徽 310013 0026 0058
0866 珠宝展示柜 310013 0032 0062
0867 大红棉被 310013 0032 0072
0868 路灯 310013 0061 0041
0869 玲珑皇冠 310013 0066 0087
0870 药碾 310013 0077 0079
0871 九层饰塔 310013 0080 0057
0872 珠宝立柜 310013 0049 0056
0873 九节菖蒲 310013 0059 0087
0874 靠椅 310013 0037 0044
0875 油画 310013 0031 0036
0876 蓝釉细瓷 310013 0058 0041
0877 巴西铁 310013 0052 0080
0878 雪域写真 310013 0026 0062
0879 斧盾饰物 310013 0056 0030
0880 烛架 310013 0041 0080
0881 带剑铜人左 310013 0083 0065
0882 带剑铜人右 310013 0083 0057
0883 画轴 310013 0055 0069
0884 杉木几 310013 0068 0052
0885 牛头水泉 310013 0060 0030
0886 置物架 310013 0028 0046
0887 包铁大盾 310013 0026 0065
0888 华山云峰 310013 0064 0033
0889 绿意 310013 0026 0069
0890 实木矮桌 310013 0055 0080
0891 铜柱 310013 0037 0071
0892 武士铁像 310013 0061 0037
0893 小书桌 310013 0041 0087
0894 天使 310013 0067 0031
0895 石猫 310013 0073 0057
0896 飞鹰 310013 0076 0057
0897 单人床 310013 0066 0037
0898 琉璃方几 310013 0049 0045
0899 红色巨旗 310013 0073 0033
0968 圆桌 310014 0038 0050
0967 原木桌 310014 0039 0069
0966 手工蜡染毯 310014 0049 0040
0965 杉木箱 310014 0044 0037
0964 脸盆 310014 0069 0077
0963 蓑衣 310014 0061 0033
0962 书桌 310014 0032 0048
0961 大书橱 310014 0057 0036
0960 石凳 310014 0074 0042
0959 棋桌 310014 0075 0040
0958 瑶琴 310014 0053 0085
0957 花鸟 310014 0052 0031
0956 斧柴 310014 0076 0068
0955 圆桶 310014 0070 0073
0954 毛巾 310014 0067 0035
0953 小晾衣架 310014 0081 0085
0952 钟馗 310014 0035 0041
0951 字画 310014 0027 0043
0950 竹凳 310014 0056 0087
0949 地砖 310014 0034 0065
0948 斧头 310014 0081 0071
0947 花饰地毯 310014 0075 0047
0946 双人棕床 310014 0051 0069
0945 红木茶几 310014 0064 0085
0944 凉席 310014 0050 0085
0943 草编地毡 310014 0045 0079
0942 双人华床 310014 0045 0068
0941 双人木床 310014 0046 0075
0940 书橱 310014 0073 0036
0939 铁杉茶几 310014 0059 0085
0938 矮凳 310014 0033 0069
0937 哭泣幼儿 310014 0020 0037
0936 花毯 310014 0048 0063
0935 绿树 310014 0077 0086
0934 翠竹 310014 0072 0087
0933 西餐长桌 310014 0062 0074
0932 褐毯 310014 0067 0047
0931 八卦地砖 310014 0060 0047
0930 彩纹地毯 310014 0055 0047
0929 古典靠椅 310014 0050 0038
0928 天使像 310014 0032 0059
0927 条纹红毯 310014 0045 0084
0926 祈祷少女 310014 0032 0074
0925 铜孔雀 310014 0054 0057
0924 储物木架 310014 0032 0052
0923 假山 310014 0076 0075
0922 女神像 310014 0042 0033
0921 弧行展示柜 310014 0076 0053
0920 白虎 310014 0056 0066
0919 金莲地毯 310014 0044 0056
0918 储肉栏 310014 0082 0048
0917 瓜果储栏 310014 0082 0044
0916 蔬菜储栏 310014 0082 0040
0915 欧式壁炉 310014 0041 0041
0914 熏炉 310014 0057 0057
0913 黄玉香炉 310014 0044 0048
0912 葫芦石雕 310014 0055 0072
0911 家居木柜 310014 0032 0065
0910 波斯地毯 310014 0067 0041
0909 红血明珠 310014 0062 0065
0908 长几 310014 0032 0069
0907 石豹 310014 0070 0064
0906 翠竹屏风 310014 0070 0038
0905 石狮 310014 0064 0057
0903 兵马俑 310014 0079 0036
0902 孔雀羽扇 310014 0051 0036
0901 石狗 310014 0072 0057
0900 碧玉香炉 310014 0053 0041
1009 赫鲁斯 100089 0089 0063
1008 阿蒙 100035 0054 0015
0978 客栈MM 300003 0026 0019
0979 客栈MM 400004 0018 0028
0980 客栈MM 300022 0011 0016
0981 护士MM 300023 0010 0014
0706 宝箱 710001 0028 0053
0707 宝箱 710002 0028 0053
0708 宝箱 710003 0028 0053
0709 宝箱 710004 0028 0053
0710 宝箱 710005 0028 0053
0711 宝箱 710006 0028 0053
0712 宝箱 710007 0028 0053
0713 宝箱 710008 0028 0053
0714 宝箱 710009 0028 0053
0715 宝箱 710010 0028 0053
0716 宝箱 710011 0028 0053
0717 宝箱 710012 0028 0053
0718 宝箱 710013 0028 0053
0719 宝箱 710014 0028 0053
0720 宝箱 710015 0028 0053
0721 宝箱 710016 0028 0053
0722 宝箱 710017 0028 0053
0723 宝箱 710018 0028 0053
0724 宝箱 710019 0028 0053
0725 雪凤凰 710001 0044 0070
0727 雪凤凰 710002 0044 0070
0728 雪凤凰 710003 0044 0070
0729 雪凤凰 710004 0044 0070
0730 雪凤凰 710005 0044 0070
0731 雪凤凰 710006 0044 0070
0732 雪凤凰 710007 0044 0070
0733 雪凤凰 710008 0044 0070
0734 雪凤凰 710009 0044 0070
0735 雪凤凰 710010 0044 0070
0736 雪凤凰 710011 0044 0070
0737 雪凤凰 710012 0044 0070
0738 雪凤凰 710013 0044 0070
0739 雪凤凰 710014 0044 0070
0740 雪凤凰 710015 0044 0070
0741 雪凤凰 710016 0044 0070
0742 雪凤凰 710017 0044 0070
0743 雪凤凰 710018 0044 0070
0744 雪凤凰 710019 0044 0070
0745 雪凤凰 710020 0044 0070
1007 洛影 300001 0066 0100
0674 小狼仙 100047 0033 0043
0675 老狼仙 100204 0028 0027
1701 鹊桥会使者 990000 0027 0037
100038 通玄天尊 100076 0022 0032
1005 风影 300040 0013 0030
0126 虫虫 100001 0079 0079
1006 晓风 200031 0003 0061
0487 小月 100016 0010 0008
1004 小阳 100002 0115 0078
1705 天尊者 100031 0010 0012
0991 西式二级房屋 310024 0101 0075
0992 南方二级房屋 310024 0059 0046
0993 中式二级房屋 310024 0094 0055
0970 庄主易云 100050 0013 0013
0971 来福 990000 0029 0034
0972 雪魔女 100093 0011 0014
0973 易天 100054 0017 0012
0974 蝶依 100092 0035 0023
1501 徐天麟 300001 0073 0026
1502 徐君茹 300034 0029 0030
1503 周仁 100002 0052 0091
1504 守护神兽 990000 0039 0043
1505 鹰枪无敌何轻烟 990000 0042 0043
1506 铁血战神钟离剑 990000 0043 0041
1507 禁军统领沈铁衣 990000 0044 0040
1508 江湖浪客顾人来 990000 0043 0038
1509 夜行百里柳随风 990000 0041 0036
300054 张三 100002 0032 0060
1512 幻灵兽 200056 0023 0068
1513 铁剑门弟子 100042 0030 0063
0094 元元真人 100038 0024 0033
1515 金钱帮帮主 200031 0090 0063
1516 江大人 300031 0052 0046
1517 顾老头 700009 0013 0038
1518 海盗头子 400001 0068 0033
1519 夜行兽 100045 0005 0015
0687 碧云 100208 0030 0017
0688 璇紫 100206 0016 0027
0535 吴老财 310000 0054 0038
0689 胡老头 200001 0075 0066
1710 地狱天使 100082 0028 0054
1715 百战天尊 100083 0034 0013
1731 宠物饲养员 100030 0014 0012
1730 宠物饲养员 100029 0014 0012
1732 宠物饲养员 100004 0014 0012
1733 宠物饲养员 100055 0016 0014
1734 宠物饲养员 200025 0016 0015
1747 天关守护兽 130002 0024 0013
1746 天关守护兽 130001 0024 0013
1745 天关守护兽 130000 0024 0013
1720 驿站马夫 100001 0079 0035
1721 驿站马夫 100002 0090 0074
1722 驿站马夫 100003 0093 0085
1723 驿站马夫 200001 0062 0079
1724 驿站马夫 200056 0060 0055
1725 驿站马夫 200039 0013 0040
1726 驿站马夫 100009 0015 0055
1727 驿站马夫 300021 0056 0093
1728 驿站马夫 300001 0053 0100
1729 驿站马夫 300013 0070 0054
3810 肉身 720002 0032 0041
3820 肉身 720002 0034 0039
3805 肉身 720002 0031 0042
3800 肉身 720002 0030 0043
3795 肉身 720002 0029 0044
3790 肉身 720002 0029 0037
3785 肉身 720002 0030 0036
3780 肉身 720002 0031 0035
3775 肉身 720002 0032 0034
3770 肉身 720002 0033 0033
3765 肉身 720002 0034 0032
3760 肉身 720002 0035 0031
3755 肉身 720002 0036 0030
3750 肉身 720002 0037 0028
3745 肉身 720002 0037 0026
3740 肉身 720002 0038 0025
3735 肉身 720002 0038 0023
3730 肉身 720002 0039 0022
3725 肉身 720002 0030 0028
3720 肉身 720002 0028 0028
3715 肉身 720002 0027 0029
3710 肉身 720002 0026 0030
3705 肉身 720002 0025 0031
4067 肉身 720001 0046 0038
4066 肉身 720001 0041 0043
4065 肉身 720001 0039 0045
4062 肉身 720001 0038 0046
4061 肉身 720001 0044 0035
4060 肉身 720001 0042 0037
4057 肉身 720001 0041 0038
4056 肉身 720001 0040 0040
4055 肉身 720001 0038 0041
4052 肉身 720001 0037 0042
4051 肉身 720001 0036 0043
4050 肉身 720001 0034 0045
3700 肉身 720001 0033 0046
3695 肉身 720001 0042 0024
3690 肉身 720001 0043 0027
3685 肉身 720001 0043 0030
3680 肉身 720001 0042 0031
3675 肉身 720001 0041 0032
3670 肉身 720001 0040 0033
3665 肉身 720001 0039 0034
3660 肉身 720001 0038 0035
3655 肉身 720001 0037 0036
3650 肉身 720001 0036 0037
3645 肉身 720001 0035 0038
3640 肉身 720001 0034 0039
3635 肉身 720001 0033 0040
3630 肉身 720001 0032 0041
3625 肉身 720001 0031 0042
3620 肉身 720001 0030 0043
3615 肉身 720001 0029 0044
3610 肉身 720001 0029 0037
3605 肉身 720001 0030 0036
3600 肉身 720001 0031 0035
3595 肉身 720001 0032 0034
3590 肉身 720001 0033 0033
3585 肉身 720001 0034 0032
3580 肉身 720001 0035 0031
3575 肉身 720001 0036 0030
3570 肉身 720001 0037 0028
3565 肉身 720001 0037 0026
3560 肉身 720001 0038 0025
3555 肉身 720001 0038 0023
3550 肉身 720001 0039 0022
3545 肉身 720001 0030 0028
3540 肉身 720001 0028 0028
3535 肉身 720001 0027 0029
3530 肉身 720001 0026 0030
3525 肉身 720001 0025 0031
0484 红刀 600003 0045 0017
3521 抚月仙长 700010 0016 0036
3520 天闲老人 100023 0010 0021
3881 地玄真人 720001 0050 0031
3882 地灭真人 720002 0050 0031
5999 网游天下 200001 0074 0043
300016 灵衫 300001 0094 0058
500104 鸡翔如意礼箱 800005 0016 0037
1748 天关守护兽 130003 0024 0013
1749 天关守护兽 130004 0024 0013
1750 天关守护兽 130005 0024 0013
1751 天关守护兽 130006 0024 0013
1752 天关守护兽 130007 0024 0013
1753 天关守护兽 130008 0024 0013
物品


物品名称　物品代号
训兽经[精确篇] 100099
疾风之令 100102
疾风之镯 100103
疾风之瓶 100104
疾风之戒 100105
再造丹 100106
残破的书卷 100109
无量水晶 100107
梦蝶坠 600000
※惠子手书 600001
※王屋之石 600003
※草缕鞋 600002
南方3级房屋图 5000
中式3级房屋图 5001
西式3级房屋图 5002
阿拉伯3级房屋图 5003
※购物单 350101
※勇气宝甲 350102
※购药方子 350103
※松纹残剑 350104
※松纹金钢剑 350105
※取木柄介绍信 350106
※取货凭证 350107
※物证 350108
※贵重项链 350109
天灵丹 20001
地灵丹 20002
医生邀请函 20000
※地仙双飞药 100108
※夜叉双飞药 100110
※天仙双飞药 100111
※阿修罗双飞药 100112
※金系双飞药 100113
※木系双飞药 100114
※水系双飞药 100115
※火系双飞药 100116
※土系双飞药 100117
※盛露瓶 350004
※水行令2 350003
※本命玉牌 350002
※水行令1 350001
技能密笈 600010
※天柱 600011
※磁铁 600012
※神铁 600013
※获胜令牌 711001
※入场令牌 711000
真爱的承诺 6000
※水行令4 350008
※水行令3 350007
※神奇花粉 350006
※清水瓶 350005
※蓝幽草 350009
※水行令5 350010
※冰泪坠 350011
※水行令6 350012
※神龟令 350013
※水行令7 350014
※考验之牌A 350015
※考验之牌B 350016
※水行令8 350017
※调查委托书 350018
※鳄鱼骨头 350019
※长者项链 350020
※水行令9 350021
※精灵之链 350022
※神圣之羽 350023
※水行令10 350024
※委托书 350025
※青灵之水 350026
※平安信 350027
※水行令11 350028
彩云衣 350029
※水行令12 350030
※身份牌 350031
※特赦书 350032
※水行令13 350033
※委托书 350034
特制毒药 350035
加强飞镖 350036
超强毒药 350037
※水行令14 350038
※委托书 350039
※过路条 350040
※水行令15 350041
※介绍信 350042
※水长老的认证 350043
※水行令16 350044
※给朋友的信 350045
※温玉 350046
※水行令17 350047
※母亲的委托 350048
※孩子的悔过书 350049
※水行令18 350050
※水之链 350051
※答案A 350052
※答案B 350053
※答案C 350054
※水行令19 350055
※避水珠 350056
※水行令20 350057
※给朋友的信 350058
※活络油 350059
※水行令21 350060
※水行令22 350061
※考验推荐信 350062
※验证之石 350063
※水行令23 350064
※名帖 350065
※居住权证 350066
※水行令24 350067
兽玉 350068
幻兽之灵 350069
※霸王令 350070
※奇云令 350071
※碧水令 350072
※族长令 350073
※名帖 350074
※聚水珠 350075
※皇城通行令 350076
※老父家书 350077
※儿子家书 350078
※翡翠白玉汤 350079
灵心小区 100118
金沙小区 100119
紫水晶 100096
蓝水晶 100095
优质玛瑙 700010
※投诚信 600058
金羽毛 600006
通玄丹 100097
鲁公秘录 100098
子母环 700001
梅花钩 700002
龙纹扇 700003
青玉腿甲 700004
PK赛季军礼包 5000102
飞行石 1700
玛瑙 700011
云锦天衣 700005
高丽犀灵丹 600090
清灵玉佩 600091
摄魂玉佩 600092
优质琥珀 700018
琥珀 700019
优质翡翠 700020
翡翠 700021
※金系委托书 600050
黯神灵戒 600093
绛云靴 600094
※木系委托书 600051
蟠桃月饼 30006
梦之链 30008
飞龙月饼 30009
大元金丹 700024
PK赛冠军礼包 5000100
兰羽 700051
村长委托书 700050
※土系委托书 600054
※给火凤凰的信 600055
※讨贼令牌 600056
PK赛亚军礼包 5000101
※赤金剑 600059
※元元真人的信 600061
※乌木杖 600062
※五行炉 600063
※奔雷狒的信 600064
※给张三的信 600065
※给飘雾的信 600066
※旭日水晶 600067
※碧水杵 600070
※给朱馨儿的信 600071
※雪莲丹 600072
※凝香丸 600073
雪莲 600074
※天狼书函 600068
※快手老王的信 600076
水晶球 600077
天使之翼 600078
※武侯兵法 600079
※绛火锤 600075
※青龙使的书函 600080
※给木乃伊的信 600081
※经书 600082
※青龙使装备 600083
※黯土戟 600084
※给玄寒的信 600085
冥灵丹 700052
紫微真人推荐信 700053
紫微真人回复信 700054
炫光甲 700055
保证书 700056
新年礼包 700057
GM贺岁礼包 700064
祝福之星 700065
鸡翔如意礼包 5001000
※灯谜答案 700063
精制元宵 700062
涵翠委托书 700058
刘将军的令牌 700059
皇宫通行令牌 700060
元宵 700061
圣诞大礼包 5000001
圣诞小礼包 5000000
※彩虹种子 500031
兄弟天关78关令 700032
※胭脂种子 500032
小虫宠物礼包 5000104
单人天关70关令 700031
夫妻天关16关令 700030
游龙欢腾守岁包 5000106
旺财开运贺岁包 5000105
※琥珀种子 500033
※水色种子 500034
※青色种子 500035
※彩虹雨 500036
※胭脂泪 500037
※琥珀珠 500038
※沧海蓝 500039
※碧空青 500040
一束玫瑰 500041
100朵玫瑰 500042
999朵玫瑰 500043
※蓝宝石 500045
※红宝石 500046
※钻石 500047
※戒指 500048
※戒指 500049
※吉祥礼包 5000188
※如意礼包 5000189
※幸福礼包 5000190
大内天蚕金丝甲 100120
大内天蚕衣 100121
玄纬蛛礼包 5000176
地纹蛛礼包 5000175
风经蛛礼包 5000174
布尼熊礼包 5000173
小懒熊礼包 5000172
考拉熊礼包 5000171
摇滚蛋礼包 5000170
天使蛋礼包 5000169
无敌蛋礼包 5000168
辫子熊礼包 5000167
椰子熊礼包 5000166
虫贝贝礼包 5000165
虫宝宝礼包 5000164
斑斑虎礼包 5000163
乖乖虎礼包 5000162
霹雳虎礼包 5000161
乌鱼子礼包 5000160
墨斗宝礼包 5000159
八脚仔礼包 5000158
妖磷君礼包 5000157
烈焰君礼包 5000156
魔帝礼包 5000155
法帝礼包 5000154
巫帝礼包 5000153
木乃伊礼包 5000152
跳跳鬼礼包 5000151
小霸王礼包 5000150
闪电宝宝礼包 5000149
霹雳宝宝礼包 5000148
强盗礼包 5000147
山贼礼包 5000146
寿眉礼包 5000145
智眉礼包 5000144
长眉礼包 5000143
调皮仔礼包 5000142
※橙色波波球 500002
※红色波波球 500001
※透明波波球 500000
活泼仔礼包 5000141
开心仔礼包 5000140
守护星礼包 5000139
吉祥星礼包 5000138
纳瓦霍礼包 5000137
※huang色波波球 500003
※绿色波波球 500004
※青色波波球 500005
※蓝色波波球 500006
※紫色波波球 500007
※白色波波球 500008
※黑色波波球 500009
※粉色波波球 500010
※褐色波波球 500011
※金色波波球 500012
※银色波波球 500013
※灰色波波球 500014
※蜜色波波球 500015
※麦色波波球 500016
※栗色波波球 500017
※铜色波波球 500018
※米色波波球 500019
※青龙石 500020
※幻晶石 500021
※阿弟达石 500022
※凌波石 500023
※至尊石 500024
※阿努比石 500025
※火精石 500026
※凤凰石 500027
※妖姬石 500028
※敖雪石 500029
※龙鳞 500030
黄金旺狗来福包 5000191
至尊旺狗来福包 5000192
神行蛋 500060
五行魔凌环甲 460358
泡泡豚礼包 5000180
苦苦豚礼包 5000181
闪灵礼包 5000182
精灵礼包 5000183
幽灵礼包 5000184
灵狐礼包 5000185
云狐礼包 5000186
月狐礼包 5000187
炽焰蛋 500061
升仙蛋 500062
回天蛋 500063
定气蛋 500064
镏金蛋 500065
富贵蛋 500066
遁水蛋 500067
感恩蛋 500068
练功蛋 500069
荣誉蛋 500070
迷影蛋 500071
神行彩蛋 500072
炽焰彩蛋 500073
升仙彩蛋 500074
回天彩蛋 500075
